search_query,name,gender,join_date_from_earliest,location_size,hourly_rate,pay_grade,avg_rating,num_reviews,num_recommendations,pct_jobs_completed,pct_on_budget,pct_on_time,verification_preferred_freelancer,verification_identity_verified,verification_payment_verified,verification_phone_verified,verification_email_verified,verification_facebook_connected,badge_plus_membership,badge_preferred_freelancer,badge_verified,num_certifications,num_skills
2,Mag,0,3091,0,25,5.7,5.0,32,4,100.0,99.0,99.0,0,1,1,1,0,0,0,0,0,1,20
2,Matthew,1,6229,2,50,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,0,8
2,Chiok,1,5975,2,12,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,8
2,Sara,0,7237,0,8,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,3
2,Ethan,1,6001,2,15,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,8
2,Craig,1,4708,1,65,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,2
2,Maria,0,6962,0,18,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,20
2,Ryan,1,4782,3,20,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,0,20
2,Waggaa,1,7437,3,40,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,20
2,Michael,1,5112,0,35,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,0,12
2,David,1,4819,1,35,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,15
2,Jessica,0,7444,4,30,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,14
2,Richard,1,7361,2,100,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,15
2,Michael,1,7514,2,25,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,7
2,Mohammadali,1,7512,5,10,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,10
2,Jaredchell,1,7039,1,25,0.0,0.0,0,0,0.0,0.0,0.0,0,1,1,1,0,1,0,0,0,0,11
2,Sarah,0,6038,5,75,0.0,0.0,0,0,0.0,0.0,0.0,0,1,1,1,0,1,1,0,0,0,14
2,Holly,0,6527,5,75,3.1,5.0,1,0,100.0,100.0,100.0,0,0,1,1,0,0,0,0,0,0,20
2,Syedhdita,1,7513,1,45,0.0,0.0,0,0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,2,211
2,Richardbriel,1,6727,5,12,0.0,0.0,0,0,0.0,0.0,0.0,0,1,1,1,0,0,1,0,0,0,12
2,Austin,1,7528,4,10,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,1,0,0,0,41
2,Khumanleima,1,7544,4,15,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,0,0,20
2,Brian,1,4958,0,30,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,13
2,Brandon,1,6270,1,15,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,11
2,Maria,0,7409,5,15,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,20
2,Sarah,0,7263,4,25,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,1
2,Clinton,1,7475,2,18,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,8
2,Kanacia,0,6281,0,75,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,20
2,Jenny,0,6586,3,50,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,7
2,Dalton,1,7315,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,17
2,Krutika,1,4697,0,20,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,3
2,"['Victor', 'Hugo']",1,7441,1,50,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1
2,Ali,1,7474,0,10,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,12
2,Jeromy,1,5459,2,25,3.2,4.9,2,0,100.0,100.0,100.0,0,0,1,1,0,1,0,0,0,5,20
2,Giovanni,1,7278,4,20,0.0,0.0,0,0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,5
2,Alfredo,1,4511,1,30,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,14
2,Sarah,0,7350,1,35,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,20
2,Ehsan,1,6294,0,20,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,20
2,Ebenezer,1,7343,2,10,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,0,5
2,Trustciagdell,1,5895,4,32,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,0,9
2,Rohan,1,6115,0,25,0.0,0.0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,9
2,Vanessa,0,7401,2,90,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,2
2,James,1,3538,1,100,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,9
2,Tristan,1,5982,0,14,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,20
2,Jon,1,7521,1,25,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,1
2,Laith,1,2918,2,35,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,6
2,Diana,0,6381,1,15,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,0,19
2,Alonso,1,5062,2,12,4.1,4.8,14,1,94.0,100.0,97.0,0,1,1,1,0,0,0,0,0,3,19
2,Vg,1,7417,2,17,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,16
2,Hassan,1,5675,4,25,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,0,19
2,Joshua,1,6913,2,40,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,0,1
2,Lemuel,1,7233,2,35,0.0,0.0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,9
2,M.hn,1,7452,1,30,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,20
2,Sepehr,1,7400,5,43,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,7
2,Yoonha,1,7541,5,50,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,0,9
2,Bailey,0,7403,5,30,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,16
2,Peiman,1,4701,0,20,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,9
2,Morgan,1,6319,0,15,4.4,5.0,7,0,100.0,100.0,100.0,0,0,1,1,0,1,1,0,0,1,18
2,Brittney,0,6045,0,25,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,1,0,0,0,11
2,Christopher,1,6693,1,15,1.7,5.0,1,0,100.0,100.0,100.0,0,0,1,1,0,1,0,0,0,0,20
2,Tamzid,1,3432,4,8,0.0,0.0,0,0,0.0,0.0,0.0,0,1,1,1,0,1,0,0,0,2,25
2,Jeffrey,1,7423,2,25,0.0,0.0,0,0,0.0,0.0,0.0,0,1,1,1,0,1,0,0,0,0,20
2,Gabrielrón,0,7522,3,13,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,1
2,Sven,1,6829,5,25,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,23
2,Jack,1,7537,3,15,0.0,0.0,0,0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,0,0,19
2,Amaya,0,5335,2,10,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,17
2,Emily,0,7459,2,23,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,20
2,Vince,1,5598,4,40,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,15
2,Kamal,1,2395,0,5,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,20
2,Aiden,1,7553,2,20,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,5
2,Rheannon,1,7349,2,19,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,5
2,Sebastian,1,6601,5,20,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,11
2,Matthew,1,5836,2,20,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,0,4
2,Christine,0,4501,5,17,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,16
2,Sally,0,7108,5,50,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,20
2,Christian,1,6644,1,60,0.0,0.0,0,0,0.0,0.0,0.0,0,1,1,1,0,0,1,0,0,0,20
2,Willis,1,7523,3,30,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,5
2,Thomas,1,2167,1,35,0.0,0.0,0,0,0.0,0.0,0.0,0,1,0,1,0,1,0,0,0,1,20
2,Byron,1,6494,1,35,2.5,5.0,2,0,100.0,17.0,100.0,0,1,1,1,0,0,1,0,0,0,17
2,Agustín,1,4072,5,50,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,0,20
2,Gabriel,1,7310,2,18,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,11
2,Diane,0,7391,2,20,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,17
2,Mohammadin,0,6718,4,25,3.1,5.0,6,0,100.0,100.0,100.0,0,1,1,1,0,1,0,0,0,0,20
2,Daniel,1,7298,1,35,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,20
2,Samu,1,5988,2,22,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,20
2,Sarai,0,7507,5,25,0.0,0.0,0,0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,10
2,Joshua,1,7494,4,16,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,17
2,Milad,1,6682,5,24,1.2,5.0,2,0,100.0,75.0,75.0,0,0,0,1,0,1,0,0,0,0,20
2,Nesreen,0,6571,0,25,0.0,0.0,0,0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,0,1
2,Adrianturo,0,7486,1,19,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,0,0,8
2,Leii,0,4570,1,30,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,2,8
2,Robert,1,6586,1,55,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,20
2,Caroline,0,7381,2,25,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,0,20
2,Ying,0,6874,5,30,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,0,14
2,Maria,0,6585,5,10,2.0,5.0,2,0,100.0,100.0,100.0,0,0,1,1,0,1,0,0,0,0,13
2,Mohamedi,1,4497,0,25,4.5,5.0,17,3,96.0,100.0,100.0,0,1,1,1,0,1,0,0,0,4,16
2,Chantel,0,7185,1,75,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,0,0,20
2,Laura,0,6225,3,15,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,20
2,Timothy,1,7424,0,35,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,20
2,Virda,1,7498,2,10,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,0,0,20
2,Tyler,1,7479,1,125,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,0,0,20
2,Kristen,0,7328,0,45,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,20
2,Melvin,1,7541,2,30,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,20
2,Joel,1,5760,1,25,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,0,10
2,Prash,1,6637,0,90,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,14
2,Grace,0,5515,0,45,0.0,0.0,0,0,0.0,0.0,0.0,0,1,1,1,0,1,0,0,0,0,26
2,Ashley,0,6516,1,30,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,20
2,Taylor,1,7480,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,12
2,Tim,1,5601,0,50,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,0,20
2,Russell,1,6796,1,37,3.4,0.0,0,0,100.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,20
2,Mafe,0,6426,0,20,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,0,15
2,Lucian,1,5592,1,50,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,0,2
2,Christopher,1,2534,0,40,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,20
2,Zarra,0,7391,5,25,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,17
2,Luis,1,1510,2,40,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,5,16
2,Alec,1,7527,4,200,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,5
2,Joanner,1,5281,2,7,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,0,9
2,Jessie,0,7394,0,8,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2
2,Tamara,0,7352,1,30,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,14
2,Programmatis,0,6138,1,500,9.2,5.0,55,468,100.0,100.0,100.0,1,1,1,1,0,1,1,1,1,5,34
2,Rodney,1,6434,1,100,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,0,13
2,Doug,1,3614,2,40,4.9,4.8,16,0,100.0,100.0,100.0,0,0,0,1,0,1,0,0,0,0,15
2,Paul,1,7186,2,25,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,19
2,Withmie,0,7466,1,78,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,1,4
2,Tyler,1,6445,3,75,0.0,0.0,0,0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,1,4
2,Berto,1,6527,2,35,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,19
2,Polina,0,6655,0,45,2.3,5.0,1,0,100.0,100.0,100.0,0,1,1,1,0,1,1,0,0,1,13
2,Marina,0,7306,1,25,0.0,0.0,0,0,0.0,0.0,0.0,0,1,1,1,0,1,0,0,0,0,1
2,Stella,0,4864,1,30,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,10
2,David,1,7062,5,15,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,20
2,Katrina,0,3327,1,70,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,12
2,Lesley,0,7507,1,18,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,8
2,Camilo,1,7357,5,30,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,20
2,Mario,1,3547,3,100,0.0,0.0,0,0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,0,1,11
2,William,1,7569,0,25,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,0,0,2
2,Lorena,0,4274,5,35,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,9
2,"['Bob', 'Ward']",1,6217,3,40,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,0,0,4
2,James,1,6347,1,75,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,7
2,Davida,0,3784,2,15,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,18
2,Stephanie,0,5287,5,75,2.0,0.0,0,0,100.0,0.0,0.0,0,0,1,1,0,1,1,0,0,0,36
2,Arthur,1,6027,4,40,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,0,0,10
2,Omar,1,7375,5,10,0.0,0.0,0,0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,12
2,Miranda,0,7362,0,20,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,20
